,carat,cut,color,clarity,depth,table,price,x,y,z
31602,0.33,Ideal,G,VS2,61.6,55.0,743,4.46,4.43,2.74
31603,0.74,Ideal,I,VVS2,62.3,55.0,2761,5.77,5.81,3.61
31604,0.7,Fair,G,VS1,57.1,62.0,2553,5.89,5.94,3.38
31605,2.19,Good,I,SI2,63.7,57.0,11522,8.23,8.19,5.23
31606,0.42,Premium,D,VS1,60.8,60.0,1179,4.84,4.87,2.95
31607,1.06,Very Good,E,IF,62.7,58.0,11518,6.48,6.54,4.08
31608,0.87,Ideal,D,SI2,61.4,54.0,4012,6.15,6.2,3.79
31609,0.72,Premium,F,SI2,61.3,59.0,1676,5.81,5.76,3.55
31610,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88
31611,1.01,Ideal,G,VVS1,61.1,56.0,8647,6.51,6.49,3.97
31612,0.25,Very Good,D,VS1,62.1,60.0,410,4.03,4.05,2.51
31613,0.32,Ideal,G,VS2,62.0,57.0,524,4.37,4.41,2.72
31614,1.51,Very Good,E,SI1,60.3,58.0,12224,7.43,7.47,4.49
31615,0.3,Good,G,VS2,63.1,56.0,526,4.25,4.28,2.69
31616,1.15,Premium,D,SI1,61.1,53.0,7213,6.83,6.76,4.15
31617,0.72,Premium,I,SI1,62.0,52.0,1922,5.71,5.67,3.53
31618,1.21,Premium,E,SI2,61.9,60.0,6071,6.78,6.73,4.18
31619,0.3,Very Good,H,VVS2,62.9,57.0,605,4.28,4.31,2.7
31620,0.5,Very Good,H,VS2,63.9,57.0,1387,5.04,5.07,3.23
31621,0.62,Fair,E,VS1,58.8,67.0,2344,5.66,5.57,3.29
31622,1.01,Good,E,SI1,60.9,64.0,4853,6.29,6.22,3.81
31623,0.71,Good,G,VS2,63.5,59.0,2029,5.63,5.67,3.59
31624,0.31,Premium,F,VS2,61.7,58.0,802,4.38,4.34,2.69
31625,1.0,Premium,H,VS1,59.1,60.0,4732,6.45,6.42,3.8
31626,0.56,Ideal,G,SI1,62.3,53.0,1591,5.31,5.28,3.3
31627,0.34,Ideal,E,VS1,62.4,55.0,805,4.44,4.47,2.78
31628,0.46,Premium,E,VS2,62.2,58.0,1302,4.99,4.95,3.09
31629,0.7,Good,D,SI2,63.7,58.0,2388,5.64,5.6,3.58
31630,0.53,Premium,E,VS2,61.4,58.0,1579,5.24,5.19,3.2
31631,1.0,Ideal,I,SI2,58.8,55.0,3629,6.53,6.46,3.82
31632,2.04,Ideal,F,SI2,62.4,56.0,17049,8.07,8.14,5.06
31633,0.3,Ideal,F,IF,62.2,53.0,886,4.34,4.38,2.71
31634,0.51,Very Good,F,VVS2,60.8,56.0,2054,5.18,5.21,3.16
31635,0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21
31636,1.55,Ideal,J,SI2,62.0,56.0,6805,7.42,7.38,4.59
31637,0.31,Premium,G,SI1,58.8,62.0,593,4.42,4.39,2.59
31638,0.52,Ideal,E,VS2,61.7,55.0,1689,5.16,5.21,3.2
31639,1.13,Ideal,G,VVS1,61.2,57.0,9049,6.65,6.72,4.09
31640,1.04,Ideal,G,VS1,61.5,56.0,7294,6.53,6.57,4.03
31641,0.32,Premium,G,VS2,62.5,60.0,720,4.38,4.32,2.72
31642,1.51,Ideal,G,VS2,59.8,57.0,13214,7.48,7.53,4.48
31643,1.51,Ideal,D,SI1,60.7,59.0,12648,7.47,7.42,4.52
31644,1.1,Premium,H,VS2,61.2,58.0,5805,6.75,6.64,4.1
31645,0.55,Premium,D,SI1,61.6,56.0,1698,5.28,5.24,3.24
31646,0.31,Ideal,D,SI1,61.9,57.0,732,4.36,4.33,2.69
31647,0.7,Premium,G,VS1,60.6,62.0,2648,5.68,5.64,3.43
31648,1.51,Ideal,G,SI1,61.6,56.0,8283,7.34,7.25,4.5
31649,0.51,Premium,G,SI2,62.5,56.0,1026,5.12,5.09,3.19
31650,1.06,Very Good,F,SI1,62.3,56.0,4995,6.5,6.57,4.07
31651,2.02,Ideal,I,SI2,61.7,57.0,13229,8.12,8.05,4.99
31652,0.34,Ideal,E,SI2,62.4,54.0,454,4.49,4.52,2.81
31653,0.93,Fair,H,SI1,64.6,58.0,3750,6.13,6.07,3.94
31654,0.41,Ideal,G,VS2,62.4,55.0,827,4.73,4.76,2.96
31655,1.58,Very Good,H,SI2,62.4,57.0,8620,7.36,7.45,4.62
31656,0.5,Premium,F,SI1,61.2,59.0,1063,5.13,5.1,3.13
31657,0.41,Premium,F,VVS1,61.8,59.0,1295,4.74,4.77,2.94
31658,0.9,Fair,E,SI2,64.5,55.0,3084,6.12,6.03,3.92
31659,1.52,Premium,D,SI1,59.2,61.0,12823,7.59,7.55,4.48
31660,1.26,Very Good,G,VVS2,62.1,58.0,9158,6.92,6.83,4.27
31661,0.37,Premium,G,VS1,58.4,59.0,817,4.76,4.69,2.76
31662,0.5,Premium,F,SI1,59.1,58.0,1286,5.23,5.19,3.08
31663,0.43,Premium,F,SI2,60.5,59.0,871,4.91,4.88,2.96
31664,0.35,Ideal,F,SI1,62.2,56.0,583,4.48,4.52,2.8
31665,2.0,Very Good,J,SI2,59.8,60.0,11792,8.09,8.13,4.85
31666,1.04,Fair,E,SI2,67.5,56.0,4566,6.28,6.22,4.22
31667,1.0,Ideal,E,SI1,62.8,54.2,5728,6.32,6.4,4.01
31668,0.71,Good,E,SI2,64.0,56.0,1816,5.68,5.61,3.62
31669,1.86,Ideal,J,VS2,62.6,56.0,10312,7.95,7.87,4.95
31670,1.11,Very Good,H,SI1,61.9,58.0,5780,6.63,6.65,4.11
31671,1.5,Premium,G,SI1,62.9,56.0,9954,7.34,7.22,4.58
31672,0.33,Very Good,E,VS2,62.8,56.0,723,4.41,4.45,2.78
31673,0.26,Very Good,E,VVS1,61.4,58.0,597,4.12,4.15,2.54
31674,0.46,Ideal,G,SI2,61.1,57.0,807,4.97,5.01,3.05
31675,1.32,Ideal,G,SI2,62.9,57.0,6409,6.98,6.94,4.38
31676,1.02,Very Good,I,VS1,62.2,60.0,5302,6.4,6.43,3.99
31677,1.27,Ideal,J,SI2,62.6,57.0,4693,6.85,6.88,4.3
31678,1.2,Ideal,G,VS2,62.8,54.0,8414,6.75,6.79,4.25
31679,0.3,Very Good,H,VS1,62.9,56.0,526,4.22,4.27,2.67
31680,0.53,Ideal,D,VS2,61.5,56.0,1857,5.17,5.23,3.2
31681,1.24,Fair,G,SI2,65.7,57.0,4058,6.72,6.68,4.4
31682,0.73,Ideal,G,IF,62.3,56.0,4142,5.72,5.78,3.58
31683,1.07,Ideal,F,VS2,62.0,57.0,6459,6.5,6.47,4.08
31684,0.77,Very Good,F,VVS1,60.2,58.0,4399,5.93,5.97,3.58
31685,0.56,Ideal,F,VS1,61.7,56.0,2016,5.32,5.28,3.27
31686,0.3,Ideal,E,VS2,61.7,55.0,658,4.3,4.32,2.66
31687,0.9,Ideal,G,VS1,61.6,55.0,4460,6.27,6.23,3.85
31688,0.24,Ideal,G,VVS1,62.1,56.0,559,3.97,4.0,2.47
31689,1.53,Ideal,G,SI2,62.3,56.0,9468,7.39,7.34,4.59
31690,1.01,Very Good,H,SI1,63.4,55.0,4249,6.32,6.27,3.99
31691,1.08,Premium,E,SI2,60.8,59.0,4656,6.57,6.62,4.01
31692,1.0,Very Good,F,SI2,62.9,59.0,4081,6.3,6.39,3.99
31693,2.44,Very Good,J,SI1,62.9,53.0,17472,8.58,8.62,5.41
31694,0.43,Ideal,G,VVS1,61.5,56.0,1118,4.87,4.89,3.0
31695,0.72,Ideal,E,SI1,62.1,54.0,2688,5.76,5.8,3.59
31696,0.81,Ideal,E,SI2,62.1,57.0,3050,5.97,5.91,3.69
31697,0.73,Premium,I,VS2,59.7,59.0,2246,5.81,5.94,3.51
31698,0.51,Premium,E,SI2,60.3,56.0,1205,5.22,5.19,3.14
31699,1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
31700,0.38,Ideal,G,VS2,61.5,57.0,840,4.66,4.68,2.87
31701,1.02,Ideal,F,SI2,61.3,56.0,4855,6.5,6.48,3.98
31702,1.03,Fair,D,SI1,65.5,58.0,4441,6.18,6.13,4.03
31703,0.31,Ideal,G,VVS2,60.8,56.0,707,4.38,4.4,2.67
31704,1.1,Ideal,J,SI2,60.9,56.0,4157,6.68,6.72,4.08
31705,1.74,Ideal,G,VS2,61.7,56.0,16316,7.72,7.68,4.75
31706,1.01,Very Good,G,VVS2,61.9,58.0,6257,6.38,6.48,3.98
31707,0.3,Ideal,G,IF,62.6,57.0,895,4.28,4.32,2.69
31708,0.99,Very Good,D,SI1,62.6,57.0,5671,6.34,6.37,3.98
31709,0.85,Premium,F,VVS2,61.2,60.0,4451,6.13,6.1,3.74
31710,0.43,Ideal,G,IF,61.2,57.0,1433,4.81,4.86,2.96
31711,1.01,Ideal,D,VVS2,61.1,57.0,11057,6.49,6.47,3.96
31712,0.35,Ideal,J,VS1,62.6,53.7,483,4.51,4.54,2.83
31713,0.72,Ideal,F,VVS1,62.0,56.0,4252,5.73,5.75,3.56
31714,0.64,Good,F,I1,57.3,64.0,1140,5.75,5.69,3.28
31715,2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15
31716,1.04,Ideal,D,VVS2,60.9,57.0,11511,6.54,6.6,4.0
31717,0.22,Premium,F,SI1,60.4,61.0,342,3.88,3.84,2.33
31718,0.42,Premium,F,VVS2,61.7,59.0,1142,4.78,4.82,2.96
31719,0.75,Ideal,E,VS1,62.5,57.0,3555,5.8,5.85,3.64
31720,0.34,Very Good,E,SI1,63.0,55.0,596,4.42,4.47,2.8
31721,1.0,Good,D,VS1,64.0,58.0,6250,6.27,6.21,3.99
31722,0.33,Very Good,D,SI2,60.7,56.0,492,4.43,4.46,2.7
31723,0.35,Ideal,D,VS2,62.4,55.0,1063,4.52,4.48,2.81
31724,1.12,Ideal,D,VS1,61.1,57.0,9694,6.68,6.75,4.1
31725,1.01,Very Good,E,VS2,63.2,57.0,6787,6.38,6.35,4.02
31726,1.02,Premium,H,SI1,61.9,58.0,4604,6.43,6.47,3.99
31727,0.41,Very Good,H,SI1,62.6,59.0,683,4.72,4.77,2.97
31728,1.25,Premium,G,VS1,61.8,58.0,9173,6.94,6.91,4.28
31729,1.03,Good,J,VS2,63.7,56.0,3795,6.42,6.35,4.07
31730,1.03,Ideal,I,VS2,61.2,56.0,5378,6.5,6.51,3.98
31731,0.31,Ideal,I,SI1,62.1,53.0,498,4.34,4.36,2.7
31732,1.28,Ideal,H,VVS1,61.3,55.0,8928,7.01,7.06,4.31
31733,0.31,Ideal,G,VVS1,61.6,56.0,816,4.35,4.39,2.69
31734,0.95,Premium,G,SI1,58.0,62.0,4426,6.47,6.42,3.74
31735,1.62,Premium,F,VS2,61.1,60.0,14826,7.56,7.57,4.62
31736,0.7,Premium,F,VVS2,61.0,57.0,2932,5.8,5.71,3.51
31737,0.3,Very Good,D,SI1,58.8,63.0,479,4.32,4.35,2.55
31738,0.68,Premium,G,VS2,61.6,59.0,2081,5.65,5.64,3.48
31739,0.73,Ideal,G,SI1,62.5,55.0,2351,5.78,5.74,3.6
31740,1.87,Premium,I,SI2,60.3,61.0,11105,7.95,7.91,4.78
31741,0.31,Very Good,E,SI1,63.4,55.0,651,4.29,4.26,2.71
31742,0.46,Ideal,I,VS1,62.3,56.0,974,4.96,4.93,3.08
31743,1.2,Very Good,G,SI2,61.7,59.0,5518,6.81,6.86,4.22
31744,0.41,Ideal,G,VVS1,60.8,56.0,1068,4.82,4.85,2.94
31745,0.7,Very Good,G,SI1,62.1,56.0,2175,5.64,5.67,3.51
31746,0.41,Ideal,D,SI2,62.6,55.0,683,4.76,4.8,2.99
31747,0.31,Premium,G,VVS1,61.2,59.0,816,4.32,4.34,2.65
31748,0.41,Ideal,F,VVS2,61.9,55.0,1115,4.74,4.79,2.95
31749,1.4,Ideal,H,SI1,62.4,56.0,8075,7.11,7.18,4.46
31750,0.41,Ideal,F,VS1,61.9,57.0,1007,4.73,4.77,2.94
31751,0.9,Premium,E,SI1,59.0,59.0,3508,6.34,6.3,3.73
31752,0.71,Ideal,I,VVS2,62.2,54.0,2387,5.7,5.75,3.56
31753,1.61,Ideal,I,SI1,62.4,55.0,10236,7.49,7.52,4.68
31754,0.56,Premium,E,VS2,61.8,59.0,1819,5.27,5.34,3.28
31755,0.41,Ideal,G,VS2,62.5,54.0,1061,4.78,4.75,2.98
31756,0.94,Very Good,F,SI2,62.3,59.0,3150,6.23,6.32,3.91
31757,0.7,Very Good,G,VS1,59.2,58.0,2676,5.8,5.83,3.44
31758,0.4,Good,G,VS1,59.6,61.0,820,4.8,4.86,2.88
31759,1.01,Very Good,F,VVS2,61.8,58.0,8922,6.44,6.48,3.99
31760,0.31,Very Good,F,SI1,62.9,57.0,516,4.31,4.34,2.72
31761,1.34,Premium,D,SI2,61.5,58.0,7438,7.07,7.04,4.34
31762,0.34,Premium,F,SI2,63.0,58.0,574,4.47,4.45,2.81
31763,0.33,Ideal,E,VS2,62.1,56.0,723,4.4,4.45,2.75
31764,0.31,Ideal,G,VS2,59.6,57.0,698,4.43,4.4,2.63
31765,2.54,Very Good,I,SI2,63.4,56.0,12095,8.68,8.64,5.49
31766,1.14,Very Good,G,VS2,61.3,57.0,6500,6.69,6.78,4.13
31767,0.33,Ideal,G,IF,61.7,58.0,968,4.42,4.46,2.74
31768,1.09,Ideal,H,SI2,60.0,59.0,4383,6.72,6.77,4.05
31769,1.0,Fair,E,SI2,57.3,62.0,4032,6.54,6.59,3.76
31770,0.36,Ideal,H,IF,60.6,56.0,980,4.64,4.66,2.82
31771,0.46,Premium,E,VS1,61.7,59.0,1437,4.96,4.93,3.05
31772,0.7,Fair,I,SI1,65.0,56.0,1720,5.6,5.5,3.61
31773,0.35,Ideal,E,SI2,61.7,56.0,630,4.55,4.53,2.8
31774,0.3,Ideal,D,VS2,61.8,55.0,911,4.34,4.3,2.67
31775,0.3,Good,E,VVS1,61.5,62.0,702,4.28,4.34,2.65
31776,1.15,Ideal,G,VS1,61.9,56.0,7999,6.71,6.73,4.16
31777,0.56,Ideal,G,VS2,62.1,56.0,1580,5.29,5.31,3.29
31778,0.7,Premium,D,SI2,60.0,60.0,2596,5.72,5.56,3.5
31779,0.72,Premium,E,SI2,61.6,59.0,2019,5.83,5.68,3.55
31780,0.5,Ideal,E,SI2,62.5,57.0,1240,5.07,5.04,3.16
31781,0.38,Ideal,D,VS1,61.8,54.0,983,4.67,4.71,2.9
31782,2.66,Good,H,SI2,63.8,57.0,16239,8.71,8.65,5.54
31783,0.32,Ideal,F,VVS2,61.9,57.0,1008,4.39,4.36,2.71
31784,1.14,Ideal,H,SI2,62.6,57.0,4788,6.72,6.63,4.18
31785,2.01,Ideal,H,SI2,61.9,57.0,14040,8.09,8.06,5.0
31786,0.78,Good,E,SI2,63.7,54.0,2363,5.82,5.77,3.69
31787,0.3,Ideal,E,VS2,62.3,56.0,658,4.28,4.32,2.68
31788,0.7,Ideal,H,VVS2,61.8,55.0,3325,5.69,5.74,3.53
31789,0.32,Premium,H,SI1,62.6,55.0,591,4.38,4.37,2.74
31790,1.25,Premium,I,VS2,61.2,58.0,6300,6.94,6.89,4.23
31791,1.13,Ideal,F,VS1,61.1,56.0,8674,6.7,6.79,4.12
31792,1.58,Ideal,J,SI1,61.6,56.0,7592,7.53,7.5,4.63
31793,1.17,Premium,G,VS1,60.6,60.0,7666,6.81,6.79,4.12
31794,1.12,Good,J,SI1,63.7,61.0,3951,6.54,6.5,4.15
31795,0.62,Ideal,D,SI1,62.2,55.0,1959,5.45,5.51,3.41
31796,1.04,Ideal,G,VS2,61.9,57.0,6290,6.5,6.46,4.01
31797,1.02,Premium,D,SI2,60.3,58.0,4718,6.52,6.48,3.92
31798,1.2,Good,G,VS1,63.6,58.0,8387,6.59,6.56,4.18
31799,1.27,Ideal,F,VVS2,62.2,54.0,12576,6.92,6.95,4.31
31800,0.98,Fair,G,I1,67.3,60.0,1932,6.17,6.11,4.14
31801,0.52,Ideal,H,VS2,61.6,55.0,1401,5.19,5.24,3.21
31802,0.52,Good,F,SI2,61.5,60.5,1170,5.11,5.16,3.16
31803,0.93,Ideal,H,VS2,61.5,57.0,4218,6.3,6.26,3.86
31804,0.55,Ideal,E,VS1,61.2,54.0,1996,5.3,5.32,3.25
31805,0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
31806,0.72,Good,F,VS2,58.0,57.0,2671,5.93,6.01,3.46
31807,1.5,Good,E,VS2,63.7,56.0,13653,7.18,7.16,4.57
31808,0.4,Premium,D,SI2,60.0,58.0,666,4.8,4.84,2.89
31809,0.26,Premium,E,VVS1,60.9,59.0,814,4.12,4.09,2.5
31810,0.7,Ideal,F,SI1,62.0,55.0,2415,5.72,5.7,3.54
31811,0.39,Premium,G,VS1,62.7,58.0,1024,4.69,4.63,2.92
31812,0.3,Ideal,E,VVS2,61.4,57.0,1013,4.34,4.32,2.66
31813,0.35,Ideal,E,SI2,61.7,56.0,491,4.53,4.55,2.8
31814,2.01,Good,D,SI2,64.6,55.0,15394,7.85,7.98,5.11
31815,1.23,Good,H,SI1,63.9,56.0,5889,6.81,6.77,4.34
31816,1.35,Premium,H,VS2,62.2,56.0,8062,7.13,7.08,4.42
31817,0.31,Ideal,G,VS2,62.4,55.0,698,4.32,4.3,2.69
31818,2.14,Premium,J,SI2,61.5,59.0,13205,8.25,8.3,5.11
31819,1.2,Very Good,H,SI2,62.0,58.0,5280,6.76,6.91,4.24
31820,0.33,Premium,G,VS2,60.6,61.0,743,4.49,4.46,2.71
31821,0.36,Premium,D,SI1,61.4,58.0,663,4.56,4.59,2.81
31822,0.76,Premium,E,SI2,59.3,62.0,2329,6.01,5.96,3.55
31823,0.25,Very Good,F,VVS2,62.4,55.0,633,4.03,4.06,2.52
31824,2.01,Premium,H,SI2,63.0,59.0,15917,7.93,7.9,4.99
31825,0.37,Ideal,E,VS2,62.3,56.0,1041,4.59,4.56,2.85
31826,2.08,Premium,G,SI2,62.2,60.0,12883,8.16,8.09,5.06
31827,0.32,Very Good,G,VVS2,60.9,61.0,730,4.39,4.41,2.68
31828,0.42,Ideal,D,VS2,61.5,55.0,961,4.83,4.86,2.98
31829,2.1,Premium,I,VS2,59.2,60.0,13753,8.38,8.35,4.95
31830,0.23,Very Good,E,VVS2,60.6,55.0,478,4.02,4.07,2.45
31831,1.7,Premium,F,VS2,62.8,58.0,18251,7.61,7.54,4.76
31832,1.01,Good,H,VS2,64.4,58.0,5331,6.18,6.24,4.0
31833,2.02,Very Good,G,SI2,62.8,55.0,15877,8.06,8.11,5.08
31834,0.71,Very Good,H,IF,63.0,57.0,3112,5.63,5.7,3.57
31835,0.3,Ideal,E,VS2,61.3,58.0,621,4.3,4.32,2.64
31836,0.68,Ideal,E,VS1,61.3,55.0,3243,5.67,5.71,3.49
31837,0.31,Ideal,F,SI1,62.0,54.0,628,4.36,4.38,2.71
31838,1.03,Ideal,H,SI2,60.6,56.0,4283,6.53,6.63,3.99
31839,1.06,Very Good,D,VS2,59.6,60.0,7149,6.68,6.71,3.99
31840,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5
31841,0.51,Ideal,F,VVS2,61.8,56.0,2098,5.13,5.16,3.18
31842,0.42,Ideal,H,VVS1,61.3,56.0,1625,4.83,4.86,2.97
31843,0.6,Ideal,G,VVS1,62.0,55.5,2524,5.37,5.42,3.35
31844,0.31,Very Good,E,VVS2,58.8,59.0,704,4.46,4.45,2.62
31845,0.9,Premium,I,VS2,61.8,59.0,3398,6.15,6.21,3.82
31846,1.22,Premium,I,SI1,62.2,57.0,5466,6.87,6.79,4.25
31847,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95
31848,1.23,Very Good,F,VS1,59.3,59.0,10609,6.98,7.01,4.15
31849,0.72,Ideal,E,SI2,62.7,57.0,2345,5.71,5.78,3.6
31850,0.48,Ideal,G,SI1,61.4,56.0,969,5.02,5.07,3.1
31851,0.4,Good,F,SI1,63.6,56.0,882,4.68,4.63,2.96
31852,0.5,Fair,F,I1,71.0,57.0,613,4.87,4.79,3.43
31853,0.76,Premium,E,SI1,61.8,58.0,2789,5.82,5.86,3.61
31854,0.71,Premium,D,SI2,62.8,57.0,2368,5.69,5.64,3.56
31855,0.7,Very Good,F,SI1,62.7,57.0,2196,5.63,5.67,3.54
31856,2.37,Ideal,J,SI1,61.9,55.0,18508,8.53,8.56,5.29
31857,0.23,Good,G,VVS1,56.2,60.0,395,4.14,4.19,2.34
31858,0.31,Ideal,F,IF,62.3,57.0,1122,4.34,4.3,2.69
31859,0.27,Ideal,E,VS2,61.0,55.0,577,4.18,4.2,2.56
31860,1.01,Ideal,I,SI1,61.9,57.0,4509,6.4,6.5,3.98
31861,0.3,Ideal,G,IF,60.9,57.0,895,4.29,4.32,2.62
31862,0.35,Premium,G,VS1,61.5,58.0,906,4.54,4.5,2.78
31863,0.32,Very Good,D,SI1,62.8,56.0,589,4.37,4.42,2.76
31864,0.43,Good,D,SI1,63.4,55.0,774,4.78,4.84,3.05
31865,0.91,Fair,D,VS2,64.5,55.0,4765,6.24,6.07,3.97
31866,0.7,Very Good,E,SI2,61.5,59.0,2464,5.7,5.74,3.52
31867,1.03,Premium,H,SI1,62.2,60.0,4843,6.4,6.43,3.99
31868,0.8,Good,E,VS2,64.5,56.0,3273,5.8,5.86,3.76
31869,1.06,Ideal,G,SI2,62.3,55.0,3936,6.54,6.49,4.06
31870,0.33,Very Good,H,VS1,62.9,59.0,579,4.35,4.4,2.75
31871,0.25,Ideal,G,VS1,62.0,54.0,438,4.06,4.07,2.52
31872,0.43,Ideal,J,IF,62.4,56.0,952,4.87,4.84,3.03
31873,0.24,Ideal,F,VVS2,62.4,55.0,526,3.99,4.02,2.5
31874,0.9,Good,E,SI1,62.6,62.0,3945,6.15,6.18,3.86
31875,0.52,Ideal,D,VVS1,62.0,57.0,3247,5.17,5.15,3.2
31876,1.05,Premium,G,VS1,61.6,58.0,7063,6.51,6.48,4.0
31877,0.51,Good,F,VS2,63.1,59.0,1444,5.04,5.1,3.2
31878,1.13,Premium,I,SI1,62.8,57.0,4746,6.68,6.64,4.18
31879,0.5,Premium,F,SI1,59.6,60.0,1282,5.12,5.15,3.06
31880,0.31,Premium,E,VS2,61.6,59.0,680,4.32,4.35,2.67
31881,1.66,Premium,I,SI2,60.0,59.0,5310,7.63,7.56,4.56
31882,0.38,Very Good,D,VS2,58.7,61.0,871,4.74,4.77,2.79
31883,0.76,Good,E,SI2,58.8,59.0,2680,5.95,5.99,3.51
31884,0.72,Ideal,H,SI1,58.9,56.0,2398,5.91,5.88,3.47
31885,0.52,Premium,F,SI1,59.5,59.0,1338,5.31,5.24,3.14
31886,0.52,Premium,F,SI2,61.7,58.0,1111,5.12,5.16,3.17
31887,0.45,Ideal,G,VS1,62.8,58.0,1055,4.83,4.88,3.05
31888,1.01,Good,G,SI1,58.4,61.0,5051,6.51,6.61,3.83
31889,0.32,Ideal,F,IF,60.9,56.0,949,4.42,4.44,2.7
31890,1.01,Very Good,F,VVS1,62.8,60.0,9667,6.4,6.34,4.0
31891,0.31,Ideal,G,VS2,60.8,56.0,500,4.4,4.42,2.68
31892,0.33,Premium,G,VS2,61.3,61.0,693,4.47,4.43,2.73
31893,0.3,Ideal,G,VS1,62.2,55.0,624,4.28,4.31,2.67
31894,1.04,Ideal,F,SI2,62.2,56.0,4797,6.45,6.48,4.02
31895,0.92,Ideal,F,SI1,62.8,56.0,4232,6.14,6.18,3.87
31896,0.28,Ideal,F,SI1,62.3,54.0,453,4.21,4.23,2.63
31897,0.34,Ideal,E,VS1,61.8,56.0,805,4.47,4.51,2.78
31898,1.53,Premium,H,VS2,59.8,58.0,10224,7.49,7.52,4.49
31899,0.38,Ideal,E,VS1,61.6,56.0,924,4.65,4.7,2.88
31900,0.51,Premium,H,SI2,60.0,62.0,964,5.18,5.15,3.1
31901,1.37,Ideal,H,VVS2,61.3,56.0,9621,7.13,7.2,4.39
31902,0.52,Ideal,G,VVS2,61.0,56.0,1911,5.18,5.24,3.18
31903,0.39,Premium,F,SI1,60.1,59.0,823,4.77,4.74,2.86
31904,0.4,Very Good,D,SI1,63.5,55.0,924,4.72,4.67,2.98
31905,1.24,Premium,D,SI2,61.4,59.0,6965,6.91,6.87,4.23
31906,0.51,Ideal,F,VVS1,60.9,57.0,2208,5.16,5.21,3.16
31907,1.5,Premium,E,SI2,60.7,55.0,10080,7.44,7.39,4.5
31908,0.91,Very Good,I,VS2,59.9,58.0,4008,6.35,6.27,3.78
31909,1.21,Ideal,F,SI1,61.1,55.0,6659,6.87,6.85,4.19
31910,1.2,Premium,J,SI1,60.5,59.0,4536,6.84,6.79,4.12
31911,1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5
31912,0.4,Very Good,F,SI1,62.1,60.0,756,4.66,4.7,2.91
31913,1.23,Ideal,D,SI2,62.4,56.0,6289,6.81,6.87,4.27
31914,0.72,Very Good,J,VS2,63.2,60.0,1814,5.77,5.7,3.63
31915,0.93,Very Good,G,SI2,62.9,56.0,4163,6.2,6.23,3.91
31916,0.36,Very Good,G,SI2,61.9,56.0,473,4.55,4.59,2.83
31917,0.51,Premium,E,VS1,61.8,58.0,1758,5.13,5.09,3.16
31918,0.31,Premium,E,VS2,60.6,59.0,680,4.36,4.39,2.65
31919,1.6,Good,E,SI1,63.6,58.0,12581,7.44,7.38,4.71
31920,0.31,Good,E,VVS1,59.0,59.0,826,4.4,4.42,2.6
31921,1.01,Good,G,VS2,63.6,60.0,5599,6.3,6.35,4.02
31922,1.55,Ideal,E,SI1,61.5,56.0,13171,7.36,7.4,4.54
31923,1.21,Ideal,F,VS2,62.6,55.0,7826,6.8,6.75,4.24
31924,1.02,Fair,I,SI2,66.2,57.0,3290,6.34,6.26,4.17
31925,0.32,Ideal,H,VVS2,61.9,55.0,645,4.37,4.39,2.71
31926,1.01,Very Good,G,VVS2,63.2,59.0,7267,6.35,6.27,3.99
31927,0.25,Ideal,G,VS1,62.7,56.0,454,4.01,4.04,2.52
31928,0.33,Premium,G,VVS2,61.9,58.0,965,4.43,4.39,2.73
31929,0.53,Ideal,G,VS1,62.2,55.0,1692,5.18,5.21,3.23
31930,0.46,Ideal,H,SI1,61.1,55.0,1130,4.97,5.01,3.05
31931,0.32,Premium,D,SI1,58.3,58.0,756,4.54,4.49,2.63
31932,0.99,Very Good,G,SI1,62.8,56.0,4863,6.34,6.36,3.99
31933,0.7,Very Good,E,SI1,63.4,56.0,2318,5.7,5.6,3.58
31934,1.0,Fair,I,VS1,64.0,49.0,3951,6.43,6.39,4.1
31935,1.06,Ideal,E,SI2,62.2,55.0,5223,6.51,6.54,4.06
31936,1.02,Good,D,SI1,56.9,62.0,4948,6.64,6.69,3.79
31937,0.81,Very Good,D,VVS2,63.9,56.0,5423,5.79,5.91,3.74
31938,1.01,Very Good,E,VVS2,61.6,58.0,8401,6.4,6.46,3.96
31939,1.53,Very Good,H,SI1,63.1,56.0,7862,7.32,7.27,4.6
31940,1.56,Ideal,I,VS1,61.2,59.0,10399,7.43,7.5,4.57
31941,1.74,Very Good,H,SI2,62.1,59.0,10086,7.65,7.78,4.79
31942,1.5,Very Good,G,SI1,62.1,58.0,10019,7.26,7.3,4.52
31943,1.28,Ideal,G,VS1,62.1,56.0,10537,6.97,6.94,4.32
31944,0.58,Ideal,I,SI2,61.3,56.0,1158,5.38,5.45,3.32
31945,0.76,Ideal,J,VS1,61.9,54.0,2307,5.88,5.84,3.63
31946,0.7,Ideal,J,VS2,61.5,57.0,1971,5.7,5.74,3.52
31947,0.75,Premium,I,SI2,61.1,57.0,2070,5.88,5.84,3.58
