,carat,cut,color,clarity,depth,table,price,x,y,z
2758,0.38,Ideal,E,VVS1,62.3,56.0,,4.64,4.67,2.9
2759,0.32,Premium,G,VS2,62.6,60.0,,4.33,4.36,2.72
2760,0.36,Ideal,E,SI1,61.6,56.0,,4.56,4.59,2.82
2761,0.71,Very Good,F,VVS1,61.8,58.0,,5.63,5.73,3.51
2762,1.01,Good,E,SI1,64.2,56.0,,6.31,6.27,4.04
2763,0.72,Ideal,G,SI1,62.0,56.0,,5.75,5.71,3.55
2764,0.7,Ideal,D,VS1,61.9,57.0,,5.69,5.72,3.53
2765,0.72,Premium,H,VS2,61.1,58.0,,5.78,5.74,3.52
2766,0.54,Premium,G,SI1,61.1,57.0,,5.27,5.21,3.2
2767,1.17,Ideal,G,SI2,62.6,55.0,,6.74,6.78,4.23
2768,1.01,Ideal,G,VS2,62.7,56.0,,6.43,6.39,4.02
2769,0.52,Ideal,G,VVS2,60.9,56.0,,5.22,5.26,3.19
2770,0.71,Very Good,G,VS2,60.9,56.0,,5.75,5.78,3.51
2771,0.72,Ideal,J,SI1,62.3,56.0,,5.75,5.78,3.59
2772,0.7,Premium,G,VS2,61.8,60.0,,5.66,5.63,3.49
2773,0.52,Ideal,E,VS2,61.1,55.0,,5.2,5.27,3.2
2774,0.92,Ideal,H,SI1,60.5,57.0,,6.27,6.32,3.81
2775,0.9,Very Good,D,VS1,59.1,60.0,,6.24,6.28,3.7
2776,0.6,Ideal,E,SI1,61.4,58.0,,5.44,5.47,3.35
2777,0.3,Ideal,G,VVS1,62.2,57.0,,4.28,4.3,2.67
2778,0.32,Ideal,G,IF,61.0,57.0,,4.41,4.44,2.7
2779,1.05,Very Good,I,VS2,63.2,56.0,,6.47,6.51,4.1
2780,0.52,Premium,G,SI2,62.5,59.0,,5.1,5.07,3.18
2781,0.42,Premium,E,SI1,61.5,61.0,,4.87,4.82,2.98
2782,1.01,Ideal,D,VVS2,60.6,56.0,,6.53,6.48,3.94
2783,0.55,Very Good,G,VS2,61.6,56.0,,5.26,5.3,3.25
2784,0.4,Ideal,F,SI2,62.0,57.0,,4.7,4.72,2.92
2785,0.56,Ideal,E,VS2,60.7,57.0,,5.34,5.31,3.23
2786,0.59,Very Good,I,SI1,61.7,55.2,,5.39,5.41,3.33
2787,1.76,Premium,D,SI1,61.0,60.0,,7.76,7.68,4.77
2788,2.14,Fair,F,SI2,64.8,60.0,,8.11,8.0,5.22
2789,2.09,Premium,I,SI1,60.8,59.0,,8.28,8.24,5.02
2790,0.73,Very Good,G,VS1,62.4,58.1,,5.71,5.75,3.58
2791,0.62,Ideal,H,VS1,61.8,54.0,,5.5,5.53,3.41
2792,0.7,Premium,F,SI2,59.1,58.0,,5.85,5.83,3.45
2793,0.73,Very Good,F,SI1,59.3,61.0,,5.82,5.85,3.46
2794,1.04,Ideal,F,VS1,63.0,56.0,,6.5,6.45,4.08
2795,0.9,Very Good,D,SI1,61.2,60.0,,6.14,6.19,3.77
2796,0.32,Good,G,VS1,63.2,55.0,,4.37,4.39,2.77
2797,0.7,Ideal,E,VS1,62.7,57.0,,5.65,5.7,3.56
2798,0.4,Ideal,H,IF,62.7,57.0,,4.7,4.68,2.94
2799,0.8,Premium,H,SI1,62.0,59.0,,5.91,5.96,3.68
2800,0.9,Good,G,SI2,63.3,59.0,,6.07,6.12,3.86
2801,0.41,Very Good,F,VS2,61.1,56.0,,4.79,4.84,2.94
2802,1.01,Very Good,D,SI1,61.5,54.0,,6.4,6.47,3.96
2803,0.7,Very Good,G,VVS2,63.4,59.0,,5.62,5.64,3.57
2804,1.02,Good,H,SI1,57.1,61.0,,6.66,6.57,3.78
2805,1.29,Ideal,J,SI1,61.6,58.0,,6.96,6.99,4.3
2806,0.54,Ideal,I,VS1,61.5,56.0,,5.24,5.26,3.23
2807,0.3,Ideal,E,VVS2,61.3,57.0,,4.3,4.32,2.64
2808,0.71,Very Good,F,VVS2,62.1,60.0,,5.69,5.72,3.54
2809,1.2,Very Good,H,SI2,62.9,56.0,,6.74,6.77,4.25
2810,0.51,Ideal,G,IF,61.4,54.0,,5.18,5.24,3.2
2811,1.04,Ideal,J,SI2,60.4,57.0,,6.55,6.6,3.97
2812,0.3,Good,E,SI1,63.6,57.0,,4.24,4.22,2.69
2813,1.01,Good,F,VS2,63.2,58.0,,6.33,6.36,4.01
2814,0.59,Very Good,E,VS2,59.9,56.0,,5.46,5.49,3.28
2815,1.3,Fair,J,SI1,66.0,57.1,,6.73,6.82,4.45
2816,0.58,Good,G,SI1,63.2,56.0,,5.3,5.33,3.36
2817,1.13,Premium,I,SI1,61.5,60.0,,6.72,6.68,4.12
2818,0.32,Ideal,G,IF,60.9,56.0,,4.41,4.43,2.69
2819,1.2,Very Good,F,SI1,63.5,57.0,,6.65,6.74,4.25
2820,1.2,Ideal,F,VS2,62.3,56.0,,6.82,6.79,4.24
2821,0.54,Ideal,G,VS1,61.7,57.0,,5.23,5.25,3.23
2822,0.31,Good,G,VS2,63.1,56.0,,4.31,4.37,2.74
2823,1.2,Very Good,I,SI1,63.1,58.0,,6.72,6.66,4.22
2824,1.03,Premium,E,VVS1,58.8,59.0,,6.63,6.6,3.89
2825,1.52,Ideal,I,VS1,62.4,57.0,,7.32,7.36,4.58
2826,0.38,Ideal,F,VVS2,60.3,55.0,,4.69,4.79,2.86
2827,0.9,Very Good,G,SI2,64.2,56.0,,6.04,6.11,3.9
2828,0.57,Good,D,VS2,58.3,61.0,,5.42,5.45,3.17
2829,1.72,Good,D,SI2,63.4,62.0,,7.53,7.59,4.79
2830,0.31,Good,F,VS2,63.6,54.0,,4.33,4.28,2.74
2831,0.7,Premium,H,VS2,61.7,59.0,,5.66,5.68,3.5
2832,0.92,Good,G,SI1,60.6,60.0,,6.29,6.32,3.82
2833,1.52,Ideal,H,SI2,62.0,60.0,,7.31,7.37,4.55
2834,0.33,Premium,I,VVS2,61.0,58.0,,4.42,4.46,2.71
2835,0.71,Ideal,F,VS1,62.7,57.0,,5.66,5.7,3.56
2836,1.6,Ideal,H,VS2,61.2,57.0,,7.57,7.5,4.61
2837,0.43,Premium,D,SI2,62.6,58.0,,4.82,4.79,3.01
2838,1.08,Ideal,J,VS2,62.3,56.0,,6.6,6.53,4.09
2839,1.06,Ideal,F,IF,61.0,57.0,,6.64,6.55,4.02
2840,0.31,Ideal,G,IF,62.7,57.0,,4.31,4.34,2.71
2841,0.38,Ideal,D,VS1,62.0,57.0,,4.69,4.7,2.91
2842,2.0,Fair,H,I1,66.8,57.0,,7.81,7.72,5.19
2843,1.0,Good,H,SI2,63.4,61.0,,6.29,6.33,4.0
2844,0.31,Ideal,D,VS1,60.5,55.0,,4.39,4.43,2.67
2845,1.5,Fair,H,SI1,68.0,59.0,,7.12,6.82,4.76
2846,0.59,Fair,I,VS1,64.4,59.0,,5.29,5.21,3.38
2847,0.43,Ideal,H,IF,62.2,55.0,,4.84,4.87,3.02
2848,0.47,Ideal,E,VVS2,61.6,56.0,,4.97,5.01,3.07
2849,0.7,Good,E,VS1,57.2,59.0,,5.94,5.88,3.38
2850,1.63,Very Good,G,SI1,62.5,58.0,,7.48,7.44,4.66
2851,0.73,Premium,D,VS2,59.8,58.0,,5.85,5.89,3.51
2852,1.52,Premium,I,SI1,58.1,62.0,,7.61,7.56,4.41
2853,1.03,Ideal,G,VS1,62.0,54.8,,6.46,6.5,4.02
2854,0.43,Ideal,J,SI1,61.9,54.0,,4.88,4.84,3.01
2855,0.32,Ideal,G,VS1,61.2,56.0,,4.42,4.44,2.71
2856,1.6,Premium,F,SI2,60.5,60.0,,7.55,7.52,4.56
2857,0.63,Good,H,VS1,62.9,54.0,,5.47,5.56,3.47
2858,0.33,Premium,H,VS1,62.4,60.0,,4.39,4.42,2.75
2859,0.9,Fair,D,SI2,66.9,57.0,,6.02,5.9,3.99
2860,0.41,Premium,I,VVS2,59.9,58.0,,4.87,4.81,2.9
2861,0.3,Premium,H,VS1,61.4,59.0,,4.3,4.33,2.65
2862,0.53,Good,I,SI1,61.3,62.0,,5.14,5.17,3.16
2863,0.58,Ideal,H,VS2,62.4,58.0,,5.3,5.34,3.32
2864,0.59,Very Good,E,VVS2,61.7,59.0,,5.37,5.36,3.31
2865,1.5,Premium,D,VS2,61.8,60.0,,7.37,7.3,4.53
2866,1.15,Premium,G,SI2,62.5,55.0,,6.72,6.68,4.19
2867,0.74,Ideal,G,VS2,62.3,55.0,,5.8,5.83,3.62
2868,1.24,Very Good,J,VS1,62.1,58.0,,6.85,6.96,4.29
2869,0.7,Fair,G,SI1,65.0,59.0,,5.57,5.5,3.6
2870,0.4,Very Good,F,SI1,62.9,58.0,,4.69,4.72,2.96
2871,1.09,Ideal,H,SI1,61.1,57.0,,6.71,6.62,4.07
2872,0.42,Ideal,E,SI2,62.4,55.0,,4.81,4.77,2.99
2873,0.74,Very Good,G,SI1,61.6,58.0,,5.78,5.81,3.57
2874,0.51,Good,D,SI2,63.9,55.0,,5.04,5.1,3.24
2875,0.7,Very Good,G,SI2,62.6,56.0,,5.65,5.69,3.55
2876,1.14,Ideal,G,VS2,61.4,56.0,,6.74,6.77,4.15
2877,0.72,Premium,G,SI2,62.8,61.0,,5.68,5.59,3.54
2878,1.26,Premium,D,SI2,61.9,58.0,,6.88,6.81,4.24
2879,0.55,Ideal,E,VS2,59.8,57.0,,5.3,5.34,3.18
2880,2.15,Ideal,H,SI2,61.8,57.0,,8.24,8.3,5.11
2881,0.32,Ideal,G,VS1,61.4,54.0,,4.45,4.48,2.74
2882,1.02,Good,F,SI1,63.5,57.0,,6.35,6.4,4.05
2883,2.09,Premium,H,VS2,62.2,58.0,,8.17,8.12,5.06
2884,0.51,Very Good,H,VS2,60.1,59.8,,5.14,5.19,3.1
2885,0.92,Very Good,E,SI1,63.0,57.0,,6.17,6.21,3.9
2886,1.27,Premium,H,VS2,60.7,58.0,,7.04,6.97,4.25
2887,1.01,Ideal,G,VVS1,61.7,57.0,,6.42,6.39,3.95
2888,0.41,Very Good,F,SI1,62.4,60.0,,4.73,4.75,2.96
2889,0.92,Ideal,E,SI2,62.6,57.0,,6.22,6.18,3.88
2890,0.51,Very Good,G,IF,63.8,58.0,,5.06,5.09,3.24
2891,0.41,Premium,F,VVS2,60.4,58.0,,4.84,4.8,2.91
2892,0.24,Very Good,E,VVS1,63.1,55.0,,3.96,4.0,2.51
2893,0.31,Ideal,H,VVS2,62.2,57.0,,4.32,4.36,2.7
2894,0.7,Ideal,F,VS1,61.6,55.0,,5.68,5.71,3.51
2895,0.42,Good,D,SI2,63.1,56.0,,4.74,4.8,3.01
2896,1.01,Premium,H,SI1,61.2,58.0,,6.43,6.47,3.95
2897,0.5,Very Good,E,VS2,61.3,62.0,,5.05,5.1,3.11
2898,0.31,Ideal,D,VS1,62.1,56.0,,4.3,4.36,2.69
2899,0.84,Very Good,J,VS1,61.9,58.0,,6.03,6.05,3.74
2900,1.12,Ideal,G,VS1,62.3,57.0,,6.59,6.64,4.12
2901,0.51,Ideal,G,VVS2,62.5,59.0,,5.08,5.12,3.19
2902,0.28,Very Good,E,VVS1,62.1,57.0,,4.17,4.21,2.6
2903,0.33,Ideal,G,VS1,61.1,56.0,,4.46,4.48,2.73
2904,1.28,Ideal,G,VVS2,61.2,54.0,,7.03,7.06,4.31
2905,0.54,Premium,H,VS1,62.6,59.0,,5.22,5.19,3.26
2906,1.28,Good,J,SI1,63.4,59.0,,6.84,6.89,4.35
2907,1.0,Good,H,SI1,61.0,61.0,,6.36,6.42,3.9
2908,0.45,Ideal,I,IF,62.0,54.0,,4.94,4.97,3.07
2909,1.04,Ideal,G,VS2,62.0,57.0,,6.49,6.5,4.03
2910,1.01,Very Good,F,VS2,61.1,58.0,,6.45,6.51,3.96
2911,1.57,Ideal,E,SI2,61.4,56.0,,7.44,7.52,4.59
2912,0.37,Premium,E,VS1,60.4,58.0,,4.61,4.66,2.8
2913,0.52,Ideal,E,SI1,62.1,54.0,,5.17,5.2,3.22
2914,1.53,Ideal,H,SI1,61.9,58.0,,7.38,7.42,4.58
2915,0.5,Premium,D,VS2,61.3,61.0,,5.1,5.04,3.11
2916,0.23,Ideal,F,VVS2,61.6,54.0,,3.97,3.99,2.45
2917,2.09,Ideal,H,SI1,60.6,57.0,,8.34,8.29,5.04
2918,0.3,Very Good,E,VVS2,61.4,60.0,,4.25,4.28,2.62
2919,0.56,Ideal,G,VS1,60.3,57.0,,5.37,5.41,3.25
2920,0.7,Ideal,D,VS1,62.3,55.0,,5.64,5.68,3.53
2921,0.91,Good,G,SI2,63.6,59.0,,6.15,6.11,3.9
2922,0.37,Very Good,E,VS1,63.7,56.0,,4.54,4.6,2.91
2923,0.9,Premium,G,SI2,61.1,58.0,,6.22,6.18,3.79
2924,0.41,Premium,G,VS1,62.1,60.0,,4.72,4.78,2.95
2925,0.9,Very Good,D,SI1,61.1,63.0,,6.21,6.17,3.78
2926,0.3,Ideal,H,IF,61.3,58.0,,4.3,4.31,2.64
2927,0.6,Ideal,G,VS1,62.2,55.0,,5.41,5.45,3.38
2928,0.33,Ideal,E,VS1,62.7,57.0,,4.45,4.38,2.77
2929,0.3,Very Good,G,IF,62.3,55.0,,4.31,4.33,2.69
2930,1.0,Ideal,D,SI1,62.8,55.0,,6.3,6.38,3.98
2931,0.32,Very Good,E,SI1,63.3,56.0,,4.35,4.34,2.75
2932,0.38,Premium,E,VS2,59.2,60.0,,4.77,4.73,2.81
2933,0.53,Very Good,F,SI1,62.9,57.0,,5.15,5.18,3.25
2934,0.5,Very Good,G,VS2,62.0,57.0,,5.04,5.12,3.15
2935,0.36,Very Good,H,SI1,63.0,55.0,,4.51,4.54,2.85
2936,0.75,Very Good,F,SI1,60.6,60.0,,5.88,5.91,3.57
2937,0.27,Ideal,I,VVS2,62.1,55.0,,4.17,4.2,2.6
2938,0.74,Ideal,F,SI1,61.2,56.0,,5.83,5.87,3.58
2939,0.32,Premium,G,IF,62.0,60.0,,4.37,4.41,2.72
2940,1.01,Good,E,SI1,64.0,56.0,,6.33,6.36,4.06
2941,0.72,Very Good,F,SI1,62.6,55.0,,5.71,5.76,3.59
2942,1.01,Good,D,VS2,62.1,59.0,,6.28,6.35,3.92
2943,0.53,Good,D,VS2,63.4,55.0,,5.11,5.23,3.28
2944,0.71,Premium,G,VS2,63.0,54.0,,5.69,5.64,3.57
2945,1.5,Premium,D,VS1,62.8,58.0,,7.29,7.26,4.57
2946,1.01,Good,E,SI1,64.2,59.0,,6.27,6.19,4.0
2947,0.71,Ideal,D,SI1,60.6,57.0,,5.82,5.72,3.5
2948,1.11,Ideal,G,VS1,62.6,57.0,,6.64,6.59,4.14
2949,0.42,Very Good,D,SI2,58.6,58.0,,4.91,4.98,2.9
2950,0.37,Premium,G,VS2,61.3,60.0,,4.6,4.63,2.83
2951,0.7,Good,F,SI1,64.1,56.0,,5.63,5.6,3.6
2952,2.04,Very Good,H,SI2,63.2,58.0,,8.1,8.0,5.09
2953,0.42,Good,I,VVS1,59.2,61.0,,4.88,4.91,2.9
2954,0.3,Premium,F,SI1,60.9,58.0,,4.37,4.3,2.64
2955,2.0,Good,H,SI1,58.0,58.0,,8.21,8.26,4.78
2956,0.51,Premium,D,SI2,60.2,58.0,,5.24,5.2,3.14
2957,0.57,Ideal,I,VS1,62.2,55.0,,5.28,5.33,3.3
2958,0.91,Premium,E,SI1,62.4,57.0,,6.23,6.11,3.85
2959,0.34,Ideal,D,VVS1,61.2,57.0,,4.51,4.54,2.77
2960,1.0,Premium,F,I1,62.4,59.0,,6.38,6.34,3.97
2961,0.37,Ideal,E,SI1,61.4,56.0,,4.6,4.65,2.84
2962,0.3,Very Good,H,SI1,63.4,58.0,,4.24,4.21,2.68
2963,1.11,Ideal,J,VS1,61.7,57.0,,6.67,6.72,4.13
2964,0.31,Premium,E,VVS1,58.9,59.0,,4.48,4.41,2.62
2965,0.31,Very Good,H,SI1,61.1,55.0,,4.35,4.39,2.67
2966,0.87,Premium,F,SI2,61.5,57.0,,6.13,6.1,3.76
2967,1.24,Premium,H,SI2,61.2,57.0,,7.02,6.87,4.25
2968,1.01,Very Good,F,SI1,63.3,59.0,,6.42,6.38,4.05
2969,1.08,Ideal,H,SI1,62.7,57.0,,6.48,6.51,4.07
2970,2.0,Premium,J,VS2,61.5,59.0,,8.11,8.06,4.97
2971,1.0,Premium,H,SI2,59.8,61.0,,6.24,6.17,3.71
2972,0.32,Ideal,D,SI2,61.1,56.0,,4.41,4.39,2.69
2973,1.23,Ideal,I,SI1,61.8,58.0,,6.87,6.91,4.26
2974,0.41,Good,F,SI1,63.7,58.0,,4.71,4.74,3.01
2975,0.6,Ideal,G,IF,62.0,55.0,,5.39,5.44,3.36
2976,0.7,Premium,E,VS1,62.9,60.0,,5.62,5.54,3.51
2977,0.7,Very Good,G,VVS2,63.6,57.0,,5.59,5.63,3.57
2978,0.53,Premium,G,VS1,62.4,58.0,,5.16,5.2,3.23
2979,0.59,Ideal,G,VS1,61.1,58.0,,5.39,5.41,3.3
2980,0.43,Very Good,H,SI1,61.5,58.0,,4.8,4.86,2.97
2981,0.41,Ideal,D,SI2,61.0,56.0,,4.78,4.83,2.93
2982,0.32,Ideal,G,VS1,62.3,54.0,,4.37,4.39,2.73
2983,0.7,Very Good,F,SI1,62.9,59.0,,5.62,5.67,3.55
2984,0.31,Ideal,G,VVS1,61.9,55.0,,4.38,4.41,2.72
2985,1.24,Ideal,F,VS2,61.6,54.0,,6.95,6.91,4.27
2986,0.26,Good,H,VVS2,63.3,58.0,,4.04,4.08,2.57
2987,1.53,Premium,H,VS2,59.9,60.0,,7.5,7.46,4.48
2988,1.21,Premium,J,SI2,60.9,60.0,,6.82,6.78,4.14
2989,0.4,Good,D,SI2,63.9,53.0,,4.68,4.71,3.0
2990,0.49,Premium,H,VS2,59.5,62.0,,5.14,5.12,3.05
2991,0.7,Premium,D,SI1,62.1,62.0,,5.63,5.58,3.48
2992,0.26,Ideal,F,VVS1,61.6,57.0,,4.1,4.08,2.52
2993,0.58,Ideal,G,VS2,61.1,55.0,,5.45,5.42,3.32
2994,2.55,Good,H,SI2,63.7,59.0,,8.66,8.57,5.49
2995,1.2,Ideal,D,SI1,61.1,56.0,,6.86,6.89,4.2
2996,0.3,Very Good,E,VS2,62.7,53.0,,4.32,4.35,2.72
2997,1.04,Premium,D,VS1,62.3,59.0,,6.48,6.39,4.01
2998,2.03,Premium,J,VS1,59.3,60.0,,8.36,8.28,4.93
2999,0.41,Premium,E,VVS2,61.5,58.0,,4.75,4.78,2.93
3000,1.01,Very Good,E,VS1,59.4,59.0,,6.52,6.54,3.88
3001,0.4,Ideal,J,IF,62.5,56.0,,4.7,4.74,2.95
3002,1.5,Very Good,E,SI1,59.3,60.0,,7.4,7.5,4.42
3003,0.35,Ideal,F,VS2,61.5,57.0,,4.52,4.56,2.79
3004,0.5,Good,F,VS2,63.6,58.0,,5.02,5.05,3.2
3005,0.74,Ideal,G,SI1,61.9,55.0,,5.8,5.83,3.6
3006,1.2,Premium,I,VS2,62.2,61.0,,6.74,6.73,4.19
3007,1.57,Premium,H,VS2,62.2,58.0,,7.45,7.4,4.62
3008,0.51,Very Good,D,SI2,62.8,57.0,,5.1,5.12,3.21
3009,0.31,Very Good,F,VVS1,61.8,59.0,,4.33,4.36,2.69
3010,0.34,Premium,E,SI1,61.9,59.0,,4.44,4.48,2.76
3011,1.01,Fair,E,SI1,65.1,61.0,,6.27,6.24,4.07
3012,0.35,Premium,H,VVS1,59.9,59.0,,4.57,4.61,2.75
3013,0.4,Good,F,SI1,63.6,57.0,,4.67,4.7,2.98
3014,0.9,Very Good,J,VS1,62.9,56.0,,6.13,6.18,3.87
3015,1.62,Ideal,I,VS2,62.4,57.0,,7.45,7.51,4.67
3016,0.23,Good,E,VVS2,63.4,61.0,,3.85,3.91,2.46
3017,1.22,Very Good,G,SI2,63.2,58.0,,6.82,6.76,4.29
3018,0.32,Ideal,G,IF,62.4,55.0,,4.42,4.4,2.75
3019,0.33,Ideal,E,VS2,62.4,55.0,,4.4,4.42,2.75
3020,0.4,Good,I,SI1,63.9,57.0,,4.7,4.66,2.99
3021,0.4,Premium,I,SI2,60.5,58.0,,4.82,4.76,2.9
3022,1.01,Fair,J,SI2,66.9,58.0,,6.13,6.07,4.08
3023,0.32,Ideal,E,SI1,61.8,55.0,,4.45,4.42,2.74
3024,0.94,Very Good,G,VS2,62.9,58.6,,6.1,6.25,3.89
3025,0.75,Very Good,E,VS2,63.0,57.0,,5.81,5.78,3.65
3026,0.93,Very Good,G,SI1,62.5,57.8,,6.15,6.28,3.87
3027,0.33,Ideal,G,VVS2,61.5,56.0,,4.49,4.45,2.75
3028,1.01,Good,E,SI1,63.4,60.0,,6.3,6.34,4.01
3029,1.06,Premium,H,VS2,62.6,58.0,,6.54,6.49,4.08
3030,0.81,Premium,F,SI1,60.3,59.0,,5.98,6.05,3.63
3031,1.2,Ideal,H,SI2,62.3,57.0,,6.83,6.75,4.23
3032,1.01,Fair,G,SI2,58.7,67.0,,6.52,6.56,3.84
3033,0.3,Ideal,G,VS2,62.3,56.0,,4.3,4.27,2.67
3034,2.02,Very Good,J,VS2,61.5,59.0,,8.06,8.13,4.98
3035,0.41,Ideal,I,VVS2,61.6,56.0,,4.79,4.82,2.96
3036,0.55,Ideal,F,SI1,61.0,56.0,,5.28,5.34,3.24
3037,0.41,Very Good,F,IF,63.3,56.0,,4.69,4.75,2.99
3038,0.71,Premium,F,VS1,62.2,58.0,,5.72,5.66,3.54
3039,1.2,Premium,E,SI2,62.6,56.0,,6.84,6.77,4.26
3040,0.53,Ideal,E,VS2,62.8,57.0,,5.19,5.16,3.25
3041,0.41,Premium,G,VVS2,62.2,58.0,,4.82,4.76,2.98
3042,1.51,Ideal,J,VS2,61.5,56.0,,7.37,7.4,4.54
3043,1.02,Very Good,D,SI2,58.6,63.0,,6.56,6.54,3.84
3044,0.61,Premium,G,SI1,60.8,60.0,,5.42,5.42,3.31
3045,1.42,Very Good,I,VS1,60.1,65.0,,7.28,7.2,4.35
3046,1.22,Premium,D,SI2,61.8,58.0,,6.86,6.8,4.22
3047,0.9,Good,F,SI1,63.3,60.0,,6.09,6.11,3.86
3048,0.3,Ideal,D,VVS1,61.9,57.0,,4.27,4.29,2.65
3049,1.15,Ideal,G,VVS2,61.8,56.0,,6.72,6.75,4.16
3050,1.37,Ideal,G,VVS1,62.6,55.0,,7.07,7.12,4.44
3051,0.7,Premium,F,SI1,62.9,59.0,,5.67,5.62,3.55
3052,1.08,Very Good,J,SI2,63.2,59.0,,6.57,6.4,4.1
3053,0.53,Very Good,D,VVS2,57.5,64.0,,5.34,5.37,3.08
3054,0.32,Very Good,H,SI1,61.9,59.0,,4.38,4.41,2.72
3055,0.32,Ideal,F,SI2,61.7,56.0,,4.44,4.41,2.73
3056,0.72,Ideal,D,VS1,62.5,55.0,,5.71,5.74,3.58
3057,0.7,Premium,G,VVS1,62.0,61.0,,5.71,5.62,3.51
3058,0.72,Ideal,F,SI1,62.7,57.0,,5.69,5.73,3.58
3059,0.53,Good,E,SI1,64.1,54.0,,5.11,5.16,3.29
3060,1.51,Premium,G,SI1,61.3,61.0,,7.41,7.34,4.52
3061,1.04,Ideal,G,VS2,60.7,56.0,,6.59,6.54,3.99
3062,0.7,Very Good,F,SI1,63.1,60.0,,5.62,5.63,3.55
3063,0.8,Ideal,E,SI1,61.1,56.0,,5.98,6.01,3.66
3064,0.71,Very Good,D,SI1,63.1,56.0,,5.66,5.62,3.56
3065,1.0,Good,I,SI1,65.6,56.0,,6.23,6.3,4.11
3066,0.31,Premium,E,VS2,61.6,59.0,,4.35,4.32,2.67
3067,0.41,Ideal,G,VS2,60.9,57.0,,4.79,4.84,2.93
3068,1.01,Premium,G,VS1,62.6,59.0,,6.38,6.46,4.02
3069,0.98,Premium,H,VS2,59.9,60.0,,6.45,6.38,3.84
3070,0.33,Premium,G,VS2,61.4,60.0,,4.45,4.41,2.72
3071,0.33,Premium,G,VS1,61.9,58.0,,4.43,4.46,2.75
3072,0.33,Ideal,D,SI2,62.0,57.0,,4.46,4.45,2.76
3073,0.5,Very Good,G,SI2,63.3,57.0,,5.03,4.99,3.17
3074,0.42,Ideal,G,SI1,62.0,54.0,,4.85,4.82,3.0
3075,1.0,Premium,D,SI1,62.0,58.0,,6.41,6.29,3.94
3076,1.01,Good,J,VS1,63.2,62.0,,6.29,6.33,3.99
3077,1.05,Premium,G,SI2,61.3,58.0,,6.55,6.6,4.03
3078,1.02,Premium,D,SI2,61.5,58.0,,6.51,6.33,3.95
3079,1.03,Ideal,F,SI2,61.6,55.0,,6.49,6.46,3.99
3080,0.8,Premium,J,SI2,61.4,57.0,,5.99,5.93,3.66
3081,0.43,Ideal,F,VVS2,61.9,56.0,,4.82,4.87,3.0
3082,1.01,Ideal,F,I1,62.2,54.0,,6.44,6.42,4.0
3083,0.3,Premium,E,SI1,62.4,58.0,,4.28,4.24,2.66
3084,2.01,Good,H,VS1,57.6,63.0,,8.23,8.25,4.75
3085,0.58,Ideal,G,SI2,61.5,55.0,,5.38,5.42,3.32
3086,0.3,Ideal,D,SI1,62.5,57.0,,4.28,4.26,2.67
3087,2.11,Very Good,H,SI2,61.5,60.0,,8.22,8.3,5.08
3088,0.32,Very Good,D,SI1,63.1,57.0,,4.38,4.37,2.76
3089,0.52,Ideal,J,SI1,61.4,56.4,,5.15,5.17,3.17
3090,0.72,Very Good,G,SI2,62.5,56.0,,5.68,5.71,3.56
3091,0.9,Very Good,G,SI2,60.1,60.0,,6.22,6.32,3.77
3092,1.01,Very Good,G,VS2,63.0,57.0,,6.35,6.42,4.02
3093,1.2,Premium,H,SI2,62.3,58.0,,6.76,6.81,4.23
3094,1.01,Premium,G,VS2,61.9,59.0,,6.38,6.34,3.94
3095,1.0,Premium,E,SI2,60.4,62.0,,6.52,6.42,3.91
3096,0.46,Good,G,VS1,59.5,61.4,,4.95,5.0,2.96
3097,1.01,Very Good,D,SI1,63.3,57.0,,6.33,6.37,4.02
3098,0.76,Very Good,E,VS2,63.0,59.0,,5.76,5.79,3.64
3099,2.02,Ideal,I,SI2,62.6,56.0,,8.05,8.01,5.03
3100,0.73,Premium,F,VS2,60.3,59.0,,5.9,5.87,3.55
3101,0.7,Ideal,F,SI1,62.3,57.0,,5.68,5.64,3.53
3102,0.71,Ideal,E,SI1,61.3,57.0,,5.81,5.78,3.55
3103,1.01,Fair,H,VS1,61.4,66.0,,6.34,6.24,3.87
3104,0.32,Ideal,G,SI1,62.5,55.0,,4.38,4.35,2.73
3105,0.73,Ideal,D,SI1,61.4,56.0,,5.78,5.82,3.56
3106,0.31,Ideal,E,VS1,61.2,55.0,,4.4,4.42,2.7
3107,0.44,Premium,E,VS2,60.4,59.0,,4.9,4.93,2.97
3108,0.36,Ideal,F,VVS2,62.4,55.0,,4.54,4.57,2.84
3109,0.36,Premium,F,VVS2,62.7,58.0,,4.55,4.51,2.84
3110,0.71,Premium,G,VVS1,62.7,58.0,,5.71,5.67,3.57
3111,1.0,Ideal,H,VVS1,61.5,59.0,,6.37,6.41,3.93
3112,0.25,Very Good,E,VVS2,61.7,57.0,,4.08,4.12,2.53
3113,1.0,Premium,D,SI1,61.3,54.0,,6.39,6.37,3.91
3114,0.9,Good,G,VS2,60.8,56.0,,6.14,6.19,3.75
3115,0.52,Ideal,H,VVS2,61.8,57.0,,5.16,5.19,3.2
3116,1.0,Very Good,G,VS2,60.6,60.0,,6.4,6.5,3.91
3117,0.7,Ideal,E,VVS2,62.4,54.0,,5.66,5.71,3.55
3118,0.9,Premium,E,VS2,62.1,55.0,,6.23,6.14,3.84
3119,0.74,Very Good,H,VS1,61.9,59.1,,5.74,5.77,3.56
